example,label
@ekrem_imamoglu Hepsiniň emeğine sağlık Allah razı olsun hepisinden,not manipulative
@faikoztrak 2001 yılında hazine müsteşarı olan sen batmayan hortumlanmayan banka kalmamisken şimdi çıkıp neyin hesabını sorarsın sen biraz yüzünüz olsun  be,not manipulative
"@tcbestepe Halkla alay etmekten vazgeçin lütfen!  Güncel olarak 1 Papua Yeni Gine Kinası = 2,42 Türk Lirası  https://t.co/03Mqo6cQS4",not manipulative
@tcbestepe @RTErdogan Free Lumbuye Fred  https://t.co/EHi324nvlu,unusable
@meral_aksener Muhalefet olarak neden AKP ye karşı CHP ve diğer partilerle hareket edemiyorsunuz.Ülke elden gidiyor neden bu kadar sessizsiniz.Ülke yönetilemiyor muhalefet olarak bunu görmüyor musunuz.,not manipulative
"@meral_aksener Odaların hepsi kapatılsın, hiç biri,hiç bir işe yaramıyor, Devletin parasıyla,birileri hem koltuk,hem de para kazanıyorlar,odaların hepsi kapatılsın.",manipulative
@faikoztrak @Polaris3307 görüşleri metin yazarları  yazıyorsa ve bunları konuş diye dayatmak gibi olmuyor mu ? ... vahim durum,not manipulative
@meral_aksener Allah rahmet eylesin mekanı cennet olsun,not manipulative
"@meral_aksener ""Yurtta sulh cihanda sulh"" Atatürk'ümüzün cümlesidir bu Fedli, şalvarlı adamın ağzına yakışıyor mu hiç..Sizi  fetö ile ilişkilendirilecek ya, yurtta sulh diyecek herhalde cihanda da sulh diyor O söz atatürk'ümüzün cümlesi, gerici kafa...!",manipulative
@ekrem_imamoglu Bu zamlar ne olacak onu söyle 1 .5 sende 2 defa zam yaptın ulaşımda kolaylık getrcektin  4.25 nedemek asgari ücretle çalışıyorum yolparası vermiyolar mavi kart 320 tl,not manipulative
"@meral_aksener Meral Teyze biten sensin aslında. Millet, PKK ile ittifakını beynine kazımış halde. Artık flörtünüzü gizlesende 1915 tehcir olaylarında sürgün edilenler arasında senin deden de var !!!",manipulative
@ekrem_imamoglu Otobüs ittirtmeyi yasaklayıp ihaleyi şöförlere yıktığın gibi şimdi de bakıcılara mı yıkmak istiyorsun bütün suçu ?,manipulative
"@faikoztrak Türkiye'nin sahip olduğu potansiyeli, kendi içimizde sırf muhalif olduğumuz için küçültmek açıkçası kabul edilebilir değil.Muhalif olmayı taş atmak, yermek, kötü göstermek zanneden içimizdeki bu zihniyet ülkenin ve toplumun ayaklarına pranga bırakıyor.Dönüşümü ve gücü kabul edin.",not manipulative
@meral_aksener PKK yaktı... Muhalefet hükümeti suçladı... Yazıklar olsun.. PKK yaktı diyemediler..  https://t.co/kRX9KboFD5,manipulative
@ekrem_imamoglu #1999depremi #BirkaççılgınTürk #HUDUTNAMUSTUR,unusable
@meral_aksener  @iyiparti  Hayatiniz yalan iftira,manipulative
@MHP_Bilgi @suatyilmazmhp Ruhları şad olsun. Mekanları CENNET olsun inşallah 🙏 🇹🇷🇹🇷🇹🇷 İyi ki varsın Eren 🇹🇷🇹🇷🇹🇷,not manipulative
@BY 4.476.000 km² yi istila edebilecek mülteciler 783.562 km² de neler yapabilir?,not manipulative
@BY 2120 beğeni yapan maaşlı troll e de bizim vergilerimiz ile beslendiğiniz için her kuruş haram olsun.,manipulative
@meral_aksener Çok komiksiniz yahu ver bul karayı al paryi dergibi. Ver parayı konuştur. Bunun adına siyaset derler. Yani her tarafı ahlaksızlık kokan bir şey siyaset.,manipulative
@meral_aksener Genç horasanlı olsaydı birazcık inandırıcı olurdu ama kitlen müsait salla gitsin.,not manipulative
"@ekrem_imamoglu Helal olsun. Bir makama gelince İnsan olduğumuzu unutmamak lazım.İnsancıl medeni yaklaşımı ile gönülleri fet ediyor. Kibire bürünmüş cahil culsuzlar, parayı makamı görünce Haşa Dünyayı kendileri yarattı sanıyorlar. Soyguna dur dedi öçü büçü cemaat çetelerinden ist. Kurtardı",not manipulative
@meral_aksener Tezgah güzel de oyunculuk çok kötü 👎,not manipulative
@meral_aksener @LutfuTurkkan Değerli liderimiz 🤗♥️♥️♥️♥️♥️♥️♥️,not manipulative
@herkesicinCHP ....  https://t.co/3jxvaJ3jEg,unusable
"@BY Yani Eski Başbakan, bizim piyon bir ülke olduğumuzu söylüyor ve utanmıyor. İlginç.",manipulative
@iyiparti Bütün bunların sorumlusu   Muhalefet  değil mi  ? Her yerde  Muhalefet e kesiyor cezayı  ! Birde bunlara inananlar var ! Neden Yangın söndürme uçağı almadın ? Neden belediyelerin dere yataklarına bina yapma izni verdi ? Neden bunları denetlemedin? Sorumlu @Akparti,manipulative
@herkesicinCHP Doğru ya sizce ?,not manipulative
@faikoztrak Millet sandık Allah Allah bu adam diktatör değil mi öyle ya 10 seçim kaybetti bir kek buldu c.b.adayi yaptı ADAM %32 aldı uyanın basinizdaki bildiniz ....   Bir .... Yaramaz,manipulative
"@herkesicinCHP Twitter'a göre siyaset yapmaktan başka bir icraatınız var mı? Hükümet neye tepki verirse onun tarafına geçiyorsunuz.RTE ile KK nun bu ülkenin başına bilinçli olarak getirildiğini düşünüyorum, eğer samimi ise KK yerini Mansur YAVAŞ'a bırakacağım desin Türk milleti narkozdan çıksın",manipulative
"@RTErdogan @vedatbilgn Memura teklif edilen zam oranı akıl ,mantık ve ahlak dışıdır. @vedatbilgn yeni teklif için vahiy gelmesini felan mi bekliyorsun? Adam gibi teklifle gelin yoksa memur ve emeklileri size zaten gerekeni yapacak . Sizin gözünüzde memurun köpek kadar değeri yok anlaşılan @RTErdogan",manipulative
@meral_aksener 😢😢😢,unusable
"@iyiparti @UGUR__POYRAZ @Yavuzaydn61 @ugurhantiryaki @sanlan_y Ziyaret ettinizde bir gram faydanız oldumu onu söyleyin,sizinki dostlar alışverişte görsün hesabı, vatandaşın sizden sonra ne konuştuğunu merak ediyormusunuz?",manipulative
@BY Biz ugrasacagimiza avrupa ugrassin o multeciler ile. Boz avrupadan daha mi zenginiz ?,not manipulative
@meral_aksener Sn baskanim yetr artik secime gitmiyorsa sizler muhakefet olarak sineyi millete donun erken secim kacinilmaz olacak vatanimiz elden gidiyor yetrrrrrrrrrrrrrr,not manipulative
"@herkesicinCHP Nerde hani.? Gönderin İşbankasından biraz yardım da görelim.. Yıllarca arpalığınıza çevirdiniz, birazda afet zedeler faydalansın.",not manipulative
@tcbestepe @RTErdogan Sayın Cumhurbaşkanım bizim sesimiz bir duy ne olur bize bir yardım edin biz de Türkiye Cumhuriyeti bir evladıyız bize de bir yardım etse iyi olur iş yok güç yok boşuz,not manipulative
@ekrem_imamoglu  https://t.co/XowYnxgZwg,unusable
@meral_aksener TİYATRO  İyi Parti Genel Başkanı Akşener'in Erzurum ziyareti sırasında “geçinemiyoruz” diyen gencin İyi Parti teşkilatı üyesi olduğu ve Kars'tan araçla alınıp getirildiği ortaya çıktı.  Gencin babası oğlunun algı oyununa dahil edilmesine tepki göstermiş.    https://t.co/M1U3ZDOHZT,manipulative
@meral_aksener traş yapma Ölümüne RTE,manipulative
@tcbestepe  @TC_icisleri  @istanbulbld,unusable
@tcbestepe @RTErdogan Cumhur başkanlığı mesajlarıma neden cevap vermiyor? Bendemi bir sorun var? iletişim başkanlığındamı?,not manipulative
@meral_aksener 👍👏👏,unusable
@meral_aksener Geçmiş olsun Meral hanım.🌹,not manipulative
@tcbestepe ALLAH CC RAZI OLSUN CUMHUR BAŞKANIM,not manipulative
@ekrem_imamoglu Yoruma gerek yok  https://t.co/VOdOmHCqB8,not manipulative
@MHP_Bilgi  https://t.co/lJYRnzKwVg,unusable
@meral_aksener Ayyyy ay ay ay...  Vayyyy vay vay vay... 👏👏👏,not manipulative
@meral_aksener Amin amin inşaallah,not manipulative
@tcbestepe @RTErdogan prompter katılmış olmasın,not manipulative
@tcbestepe @RTErdogan Ciddi ciddi izliyordum da prompteri görünce soğudum.,not manipulative
@MHP_Bilgi Duy da inanma.,not manipulative
@iyiparti asiya destek veren partiler umurumuzda degil hic birinize oy moy yok aklinizi başınıza alin,not manipulative
@meral_aksener Aman Selo duymasın..,not manipulative
@ekrem_imamoglu Yolda kalmasın bayanlar yeni otobüs ver,not manipulative
@meral_aksener Yine yalan yine dolan yine tiyatro. Okyanus ötesi taktikleri deyince kızıyorsunuz sonra.,manipulative
@faikoztrak Konuşmaların rahatsız edici insanları yanlış bilgilerle yalanlarla yanilmayin  Ülkeye geçmişte verdiğiniz zarardan bahset  IMF sevici taşaronu Terör seviciler,manipulative
@meral_aksener Vallahi ordan sizin gibi sırtını abd ye dayayanlar kaçıyor.,manipulative
@meral_aksener meral hanım sizce gençlerin vebali  malum zatın umrunda mı,not manipulative
@meral_aksener Sn.bakanım  #EhliyetAffı  Sesimiz olun lütfen,not manipulative
@MHP_Bilgi  https://t.co/7F7zGAMtkK,unusable
@meral_aksener Bu çocuk oralı değilmiş kimse tanımıyor nerden getirdiniz ? Ne zaman birecek bu tiyatro ?,manipulative
@ekrem_imamoglu Hdpkk ile kolkola gezerim ama acayip algı yaparım diyorsun. Seni gidi algıcı.,manipulative
@meral_aksener Meral hanım lütfen dikkate alın  https://t.co/G2RvpUcn1E,not manipulative
@meral_aksener Bu arada kudretli Somali’de adaya taşınıyormuş küçük damat gitmiş,not manipulative
@MHP_Bilgi 5 milyon suriyeli yi nezaman göndereceksiniz bir ülke nüfusu kadar,manipulative
@ekrem_imamoglu Ama dahada kolonları duvarları çatlamış binalara İski aboneligi verilmekte her gelen iş yurusunde olay olunca Allah takdiri deriz diyip geçiyor yani aynisiniz aslında,not manipulative
"@herkesicinCHP Kemal efendi evler hemen yapılacak zararlar kuruşu kuruşuna ödenecek, devlete olan borçlar ertelenecek. Siz chp belediyeleri olarak vatandaşın borcunu erteleyecek misiniz.",manipulative
@MHP_Bilgi Sarayın köleleri saraydan izin aldınız mı konuşmak için.,manipulative
@MHP_Bilgi Rabbim rahmet eylesin mekanı cennet olsun aziz şehitlerimizin,not manipulative
@ekrem_imamoglu Ukala Eko. Senden bi bok olmaz :),manipulative
"@ekrem_imamoglu Başkanım 19 senedir senin gibi merhametli ve vicdanlısını görmedik,ayağına taş değmesin. Allah razı olsun🙏",not manipulative
"@RTErdogan Yapıyoruz, gerçekleştiriyoruz, ediyoruz.... Laf yuvarlama siyaseti",manipulative
@dbdevletbahceli  https://t.co/Y023uohQEh,unusable
@ekrem_imamoglu Teşekkürler İBB 💐,not manipulative
"@tcbestepe @RTErdogan Hala sarılıyorlarsa, hesabı chp ödesin. Onlar yapmıştır.",manipulative
@meral_aksener yine tiyatro :),manipulative
@RTErdogan ATAMA OLMAYACAKSA BİZ BU SINAVA NEDEN GİRDİK? #SnKocaAtamaNeZmn  https://t.co/TyzYfewCzu,not manipulative
@meral_aksener Ablam ya🥰🥰🥰🥰🥰 #HacıBektasVeli,not manipulative
"@meral_aksener Çocuğun babasının midesini bulandırdın. Burak şu yalan dolan tiyatrolarını, 15 temmuzun başbakanı. Yemezler, yemezler!!!",manipulative
@meral_aksener O koltuklarda bizim sayemizde oturuyorsunuz diyen hdp nin desteklediği biz yaktık diyen pkk ya bir sözünüz yokmu açıkça pkk demiyorsunuz üstü kapalı geçiyorsunuz,manipulative
@ekrem_imamoglu 2. Gün 💜💜,not manipulative
@dbdevletbahceli Bu bunak ihtiyarin kasetleri ortaya cikmadan millete rahat yok. Turk siyaset tarihinin gelmis gecmis en buyuk yalaka siyasetcisi unvaniyla konusmus yine,manipulative
@ekrem_imamoglu Cok basarili olacaklarina eminim 👏🏻👏🏻👏🏻,not manipulative
@tcbestepe PARTİLERİN HEPSİNİ BİR ARAÇ GİBİ GÖRÜYORUZ.  BİZİM İSTEDİĞİMİZ GİBİ DÖNÜŞECEKSİNİZ.  SAF PARLAMENTER SİSTEME GEÇECEĞİZ.  PARTİLERE İHTİYACIMIZ KALMAYACAK.  Unutmayın JÖN TÜRKLER aslında Abdülhamid'in eseridir.  Askeri eğitimde de reform yapmıştır.***  Gemileri çürütmüştür o başka  https://t.co/yzKpEezvzM,unusable
@RTErdogan @ShashiTharoor @Swamy39 @PMOIndia @RajivMessage  https://t.co/Fg9MUFUYU8,unusable
@BY Aferin bize. Ya da size.,not manipulative
@BY Avrupa da herhangi bir bakanlik ta mi görevlisiniz?,manipulative
"@meral_aksener Türkiye 🇹🇷 tamamiyle ABD,nin kontrolüne geçmiştir görünüyor,ki seçim olsa bile Erdoğan’ı yine başa getirmek için herşeyi yapacaklar",manipulative
@faikoztrak Tamam sensin sen öztrak,manipulative
@herkesicinCHP @kilicdarogluk  https://t.co/lO7KvqqgmK,unusable
@tcbestepe @RTErdogan Türkiye Cumhuriyeti mi size yiktirmayiz Suriyelileri kolladiginiz kadar türk vatandasinizi koklayın sizin niyetiniz Türkiye Cumhuriyeti ni yıkıp Suriyelilere ve afganlilara vermek iç savaş çıkarmak sizin niyetiniz Heyyy başkan yapmayın bunu ülkemi karıştırmayın çok fenasiniz siz,manipulative
@ekrem_imamoglu o gülücüklerin cevabını halk gereken şekilde vermiş.,manipulative
@meral_aksener AMİN İNŞALLAH.,not manipulative
@meral_aksener #HudutNamustur diyelim,not manipulative
@MHP_Bilgi Allah rahmet eylesin,not manipulative
@iyiparti Siz ne zaman adam gibi adam olursanınız o zaman,manipulative
@meral_aksener Allah rahmet eylesin mekanı cennet olsun,not manipulative
@ekrem_imamoglu @Mrt_Ongun ????,not manipulative
@meral_aksener Mülteci konusunda yeterli adımı atmadığınızın farkında mısınız? Size düşen her mecrada mülteci sorununun çözümü neyse bağıra bağıra söylemektir. Bütün muhalefetin olmazsa olmazı olmalıdır. Sizler mülteci konusunda iktidardan yana gibi davranıyorsunuz.,not manipulative
@ekrem_imamoglu Ekrem Bey Bırak bu boş işlerle şov yapmayı Vadettin vaatleri yerine getir Hani ekmek süt su bedava olacaktı AK Parti döneminde 60 kuruştu Halk Ekmek şimdi 1/25 metrobüse 3/25 biniyorduk şimdi 7 TL gece 12'den sonra çift bilet yazıklar olsun suya zam gaza zam sen ne işe yarasın,not manipulative
"@ekrem_imamoglu Tır geldi,bu saate kadar dağıttık.Teşükkürler.Selamlar.  https://t.co/UVekNWNTzT",not manipulative
"@faikoztrak Sınırlarımızın NAMUS olduğu yeni mi aklınıza geldi 6 milyon suriyeli, 2 milyon ıraklı, 1.5 milyon afganlı, 200 bin pakistanlı, 500 bin ermeni nereden geldi de ülkemize bela oldular, tam Akp nin istediği gibi muhalefet yaptığınızı SANMAYA devam edin malesef",manipulative
@meral_aksener Mıknatıs gibi açız diyeni çekiyor 😂😂😂,manipulative
@iyiparti @meral_aksener @korayaydintr Geriye dönük tarihli istifasını alıp yönetimi düşürme fikrini hanginiz verdi 🤦🏻‍♂️ Halil Aydoğdu’yu kim görevlendirdi bugün 😀 Hiç mi araştırma yapmadınız il başkanı yaparken 🤷‍♂️,not manipulative
@herkesicinCHP Abi zaten devlet orda işini yapıyo ya niye milletin dar zamanı işi var gücü var seni kim niye dinlesin be adam ya. Allah allah ya,not manipulative
@meral_aksener vay bee 42 yil onceki sehid olan kisiye bugun rahmet diliyor bugune kadar nerdeydiniz aceba,not manipulative
@ekrem_imamoglu Âmin inşallah,not manipulative
@MHP_Bilgi Allah rahmetiyle müşeref kılsın inşallah yakınlarına başsağlığı diliyorum.Külli nefsin zaikatül mevt.,unusable
@herkesicinCHP #İbbBarınaktaKatliamVar  İmansız oğlu Başgan istifa et.  #ibb,manipulative
@ekrem_imamoglu @Secil_MKA Sinei millete dönün !Boş vatanseverlik yapmayın !,manipulative
@meral_aksener Ulan yemin ederim tam bir fiyasko tiyatro utanç verici ! Ya sende hiç mi utanma olmaz ! Her Allah'ın günü tiyatro yapmak ve rezil olmaktan sıkılmadın mı ? Bu gidişle yalan makinesi K-MAL ı sallarsın 😂😂😂,manipulative
"@ekrem_imamoglu Şov yapma peşinde olduğunu biliyoruz Ekrem.Sen git tatil yap, kayak 🎿 kay, kaz etli şarap iç. Fakat belediye başkanlığı sana 10 gömlek fazla gelir.  https://t.co/C6Sny98xP8",manipulative
@herkesicinCHP Hangi sınırdan bahsetiyorsun PKK’ya serbest mazlumlara yasak yok öyle bir dünya 🌍 önce mazlumlar yardım sonra PKK’ları gebertmek,manipulative
@ekrem_imamoglu Malum arkadaşlara benziyor 😂😂😂😂😂İmamoğlu hepsini besliyor😂,not manipulative
@herkesicinCHP hayırdır bu sözleri imf mi söyletiyor faik,manipulative
@herkesicinCHP Allah kabül etsin....,not manipulative
@meral_aksener Şimdiki gençler işsiz değil Meral teyze iyice araştırma yap lütfen yapıyorsun araştırmayı ama işine geldiği gibi yapıyorsun havadan gelsin diye bekliyorlar öyle Bir dünya Yok teyzeeer,not manipulative
@tcbestepe @RTErdogan @ccolacherry @ozan559,unusable
@ekrem_imamoglu Akp vermeye devam etsinler,manipulative
@MHP_Bilgi Bu bitmişliğinizin acziyetsizliğinizin resmidir  İnsan düşünmedikçe hırçınlaşır Düşünemiyorlar çünkü zihinleri yalanlarla dolu,manipulative
@MHP_Bilgi 🙏🏽 sınıra 60 bin asker yığın.,not manipulative
@iyiparti Mülteciler konusunda güçlü çıkışlarınızı bekliyoruz. Halk kendi göbeğini kesmeye kalkarsa fena olacak çünkü,not manipulative
@ekrem_imamoglu AKP gibi hasır altı yapmayın Başkan,manipulative
@ekrem_imamoglu Mesela kaç milyon TL bağış yapacaksın afetzedelere ?,not manipulative
@BY Bu AB den daha fazla para bekliyoruz anlamına mı geliyor 🤔 mülteci Avrupa'yı istila etmesin bizi mi istila etsin sorun bize mi kalsın ???,not manipulative
@tcbestepe Geçmiş olsun  @emreyaziyorrr   kardeşim.   #EmreErcisYalnızDeğildir,not manipulative
@herkesicinCHP Hazine bakanı daha büyük umutlarla beklediğimiz ve 95 gündür hala verilmeyen TEMEL İHTİYAÇ KREDİSİNİN akıbetini bir açıklasın.,manipulative
@meral_aksener değerli başkanım bu sığınmacı sorununu sizlrr biraz daha ciddi bir şekilde duyursanız. Biraz tepkisiz kalan en önemli zorun,not manipulative
"@meral_aksener Vekilim yanınızda oturan beye söyleyinde şaşkın şaşkın bakmasın ,biraz güler yüzlü olsun",not manipulative
"@BY Haaa biz istila edilsek sıkıntı yok yani? ""ğ"" doğru yerde kullanılmış tebrikler bu arada.",manipulative
@tcbestepe @RTErdogan V..vkfôd p,unusable
@BY Sanırım Almanya başbakanı olmak istiyorsun,manipulative
"@ikalin1 Heee, heeee",not manipulative
@ekrem_imamoglu Sayın İmamoğlu göreceğiniz üzere ülkemiz üzerinde büyük oyunlar dönüyor dün akşam da bir YouTube canlı yayınında bununla ilgili bu yorumu gördüm sizinle de paylaşayim dedim.. 👍  https://t.co/MzPwN2jQ2f,not manipulative
@meral_aksener Bu da yeni tiyatro siz bu işi bırakın yaptıkça rezil oluyorsunuz,manipulative
@tcbestepe olamam neden bankalar bunu tam srastirmadan kredi ce çek vermişler bizjeride zarara uğratmıyor mağdur duruma dusurmuslerdir bu konuda sizlerin yardımını ve bu olayda mağdur ve haklıyı desteklemenizi beklemekteyiz,not manipulative
@meral_aksener KURGU VE YALAN BIR REPORTAJ YINE IP DEN BRAVO MERAL BÖYLEMI IKTIDAR OLACAN ..🤔😖,manipulative
"@ekrem_imamoglu Hızır gibisin Başkanım, heryere yetişiyorsun, sağol varol.",not manipulative
@ekrem_imamoglu Yalanların şizolar yesin,manipulative
"@meral_aksener Avucuna yazmışlar galiba, oradan okuyor sanki!",manipulative
@meral_aksener Afganistan'a nolmuşta kalmamış? Gelen ağam giden paşam. Bunlarla ikili ilişkilerimiz daha iyi olur.,not manipulative
@faikoztrak Vıe vır vır başka bi ... Bildiğiniz yok,manipulative
@ekrem_imamoglu Nası yani  https://t.co/2nvFao3Y5x,unusable
@MHP_Bilgi 👏👏👏👏👏👏,unusable
@meral_aksener 🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷,unusable
@tcbestepe @RTErdogan Saraylar köşkler çok rahat gerçekten valla lüks mimarimiz çok iyi!!!!,not manipulative
@ekrem_imamoglu Oysaki şöyle yazmalıydın! bizden onceki yönetimin başlattığı bu projeyi açmak bize nasip oldu. Ama sana yakışanı yaptın yine beleşe kondun vallahi helal sana.,not manipulative
@tcbestepe Zerre merak etmemiştik ne görüştüler diye. Biz ülkemizdeki mülteci sorununa açıklama beklerken o kafasına göre takılmaya devam ediyor.devam et! Seçimler yaklaşıyor!!!!,manipulative
@ekrem_imamoglu Ekrem Baskan heryere kosuyorsunuz.  Ellerinize saglik . Cok düsüncelisiniz,not manipulative
@BY ses yok soluk yok sosyal medya güruh ve ekibi yalan üzerinde insanların kafasını bulandirmak için can siperhane çalıyor bizde bakıyoruz aman sahaya inmayin,manipulative
@tcbestepe @RTErdogan @tcsavunma @TSKGnkur 13 füze ile tel Rıfat dan saldırıyor misli ile karşılık al gülüm ver gülüm misali darma duman edin artık,manipulative
@ekrem_imamoglu HELAL OLSUN BAŞKANIM ŞU MÜLTECİ ŞEREFSİZLER İÇİN DE BİR ŞEYLER SÖYLEYİN NEYSE BAŞKANIM 2023 EKREM IMAMOGLU FOR PRESIDENT,manipulative
@meral_aksener Sizi herseferinde yuhluyorlarya galiba haklılar...,manipulative
@tcbestepe 🇹🇷🇹🇷🇹🇷❤,unusable
"@iyiparti ne mi yapıyor. ⬇️ ""Biz boşluk doldurmak için değil,  İktidar olmak için meydanlardayız."" #MilleteYenileceksiniz @meral_aksener @korayaydintr @SBugraKavuncu @sinantaskin61 @MenderesFiliz10",not manipulative
"@ekrem_imamoglu Görüntülerdeki hayvanların hepsi aynı anda ölmüş. Bu hayvanların hepsinin birden eceli gelmiş olamaz. ""Bakımevinde hayatını kaybeden"" diyerek, katliamı görmezden gelmeyin. Neden öldürüldüler? Bunun cevabını bekliyoruz sizden.",not manipulative
"@meral_aksener Promtırı okuyarak gazeteciye cevap veren Tayyip senin bizim geleceğimizi çaldı, kendi cevresini de Dolar Milyarderi yaptı",manipulative
@ekrem_imamoglu bu korkunç olaya neden olanların akibetini tek tek öğrenmemiz gerekiyor. boş soruşturma süreçlerine karnımız tok. kim ne yaptı ve sonuçta nasıl bir cezaya çarltırıldı. hepsi ismen açıklanmalı.,not manipulative
@BY Büyük sorunla karşılaşır. Biz varız o yüzden biz o sorunla karşı karşıyayız diyor kendileri :D,not manipulative
@ekrem_imamoglu Gönülden destekliyorum. Tebrikler başkan. HE FOR SHE,not manipulative
@ekrem_imamoglu Ne desteği başkanım siz geldiniz diy yağmur yağmuyorduya istanbula  siz olunca aynısı istanbulda olsa sizi manşet atarlardi bırakın kendi belediyeleri uğraşsın bunun insani vs.hiç bir yanıni k0nuşmak istemiyorum siz insansıniz ama onlar değil adam taa oralardan sizi proveke etti,manipulative
"@meral_aksener Erzurum bu kardeşinizin sesini duyun, gençlik hayalleri Palandöken de donmasın",not manipulative
@ekrem_imamoglu Biz de CHP nin ve senin eren bülbülü katleden teröristlerle yaptığınız ortaklığınızı unutmayacağız iki yüzlü imamoğlu #IyiKiVarsinEren,manipulative
@herkesicinCHP size oy yok!!! @meral_aksener @iyiparti,manipulative
@RTErdogan @RTErdogan,unusable
@faikoztrak Peki bundan ordaki mehmetçigin haberi var mı kimse kimsryi zorla göndermiyor .herşey gönüllülük esaslı ha tabi askerlik yapmafıgın için olabilir bilmemen,not manipulative
@ekrem_imamoglu Ölü sayısı çok fazla,not manipulative
@ekrem_imamoglu @fatmacumhurefe Siz eklam yapmayın; faydalı olursanız millet görür. Millet kör endişesine kapılan zavallıdır.,not manipulative
@meral_aksener Hadi abla kurtar bu gençliği,not manipulative
@ekrem_imamoglu Cumhuriyet ve adalet Parti'sinin ostimdeki yeri Nisan ayında açıldı benide oraya işçi diye aldılar tırnaklarımla temizledim orayı gelen misafirlerine ikramda bulundum ve ben bunları hayr olsun diye yapmadım iki çocuğumun rızkı için yaptım.,not manipulative
@ekrem_imamoglu ihtiyaç duyulan yerlere... katkı sağlayacak değerlerin... yaşamınızda umutları canlı tutması... İmamoğlu varsa çözüm var 🔆 başkanımmm 🙏                #run_as_one,not manipulative
@ekrem_imamoglu Uçak sevdalılarına ders olurmu? Tabikide hayır. Allah rahmet eylesin mekanları Cennet olsun inşAllah,not manipulative
@ekrem_imamoglu Helal olsun…,not manipulative
@tcbestepe Ülkemde  mülteci istemiyorum. Hem maddi hem manevi zor zamanlardan geçtiğimiz bu günlerde tek bir yabancıyı daha doyuracak gücü yok bu milletin.,manipulative
"@MHP_Bilgi He, bi siz doğrusunuz!",not manipulative
@meral_aksener Ne yazık ama kimlere hizmet ettiğini ortada  https://t.co/84WlTPpTm3,manipulative
@tcbestepe @RTErdogan iban neyin nesi⚠️,not manipulative
@MHP_Bilgi  https://t.co/77DRuMb6bL,unusable
@dbdevletbahceli YALANCILARMI !!! SAYIN BAHÇELİ TÜM TÜRKİYE GÖRÜYOR KİMİN YALAN SOYLEDİĞİNİ. 🤣🤣🤣,manipulative
@meral_aksener Ya yeter ya yeter yeter artık bişeyler yapın ülke elden gitmedin halkı uyandırın,manipulative
@iyiparti Türkiye'nin savunması size kaldıysa yandık .,manipulative
@meral_aksener @yavuzagiraliog @musavat35 şşş sözde ülkücü Yavuz ve müsavat oğlanlar bak sizin partiniz bu işteeeee🤮🤮🤮🤮geline lafım yok o zaten ne olduğunu gizlemiyo kadın 5 parti değiştirmiş bi sonraki durakta belli hocasının yanı🤮🤮🤮,manipulative
@meral_aksener 🇹🇷❤️🇹🇷,unusable
@Akparti   SORUYORUM  ÖZEL HAYATA BIK BIK UYDURMASIYLA GENÇLERİMİZİ SAPKIN İLİŞKİLERE SÜRÜKLEYEN RENGARENK AKIM İÇİN TEDBİRİNİZ NEDİR ❓,unusable
@meral_aksener yeter artık batsın böyle siyaset  https://t.co/DBGODU6LcN,manipulative
"@meral_aksener Tiyze goy goyu bırakta sana neden oy verelim onu anlat neyapacaksın plan,programın ne ,bende eleştiri yaparım eğer siyaset böyle yapılıyorsa.",manipulative
@ekrem_imamoglu @Mikdatca #İbbBarınaktaKatliamVar,unusable
@meral_aksener Asil sen bu kadar YALAN DOLANİN HESABİNİ RABBİNE NASİL VERİCEKSİN 🤔🤔,manipulative
@tcbestepe @RTErdogan Cibuti ne abi ya allah için,not manipulative
@meral_aksener Meral kemalla ne içiyorsunuz anlamıyorum🤣🤣🤣🤣🤣,manipulative
@ekrem_imamoglu Allah aşkına İstanbul'a daha fazla zulüm etmeyin ya araçların Bakımlarını yapın ya da istifa edin gidin.,manipulative
@meral_aksener 🤣🤣🤣,unusable
@ekrem_imamoglu Yahu insanın biz çizgisi bir karakteri olur. Bir taraftan Eren i öldürenler le iş tut bir taraftan Eren i paylaş Ak partililere koyun derken kendi seçmen kitleniz sığır mı oluyor.,manipulative
@meral_aksener Rusyada Türk cumhuriyetlerinden vatandaşlar var. Ön yargılı olmayalım. Meral hm. Bi bildiği vardır.,not manipulative
@herkesicinCHP ye oy moy yok kusura bakma demokrat dede @kilicdarogluk  Anayasayı hiçe sayanlar beni temsil edemez. Türk milleti KOBAY/ denek değildir  #KabineBaskıyıKaldır  #plandemi,manipulative
"@ekrem_imamoglu @Mikdatca Imamoglu secim zamani söz verdigin konutlar nerede, e sende Haklisin, harbiden calismak, algi yapmak kadar kolay degil🤣🤣🤣🤣",manipulative
@meral_aksener @AhmetSkydive Ne olacak bu gençliğin hali nereye kadar gidecek,not manipulative
@herkesicinCHP  https://t.co/9WlxZ5ghgM,unusable
@faikoztrak  ES 400 leri Kim Alınmasını İstemiş Fakat Yalansız Hilafsız Dos DOĞRU söyle! 🤣🤣🤣,manipulative
@tcbestepe  https://t.co/0AWeJHzQMt,unusable
@dbdevletbahceli @MhpTbmmGrubu,unusable
@meral_aksener Çocuklarımızın umudu kalmadı.,not manipulative
